Head,Relation,Tail
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,붉고
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,경계
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,뚜렷한
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",has_symptom,발진
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,관찰되었으며
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",has_symptom,발진
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,양측
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,내측
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,대퇴부로
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,확장되어
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,있다
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,중심부
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,갈색
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,변색되고
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,인설
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",has_symptom,동반되어
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,있다
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,환자
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,최근
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,운동
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,시작하면서
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,흘렸다고
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,한다
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,환자
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,가장
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,가능성
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",has_symptom,질환명
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,적고
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,적절한
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,치료
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,방법
"이 환자는 서혜부 가려움증, 붉은 경계의 발진, 인설 등의 소견으로 보아 Tinea cruris(서혜부 백선)가 가장 의심된다. 치료로는 국소 항진균제를 사용하는 것이 적절하며, Butenafine 크림을 하루 한 번 2주간 도포하거나 Terbinafine 크림을 하루 두 번 2주간 도포할 수 있다. 만약 증상이 심하거나 국소 치료에 반응하지 않는 경우에는 경구 항진균제를 사용할 수 있으며, Fluconazole 200mg을 하루 한 번 10일간 복용하거나 Terbinafine 250mg을 하루 한 번 4주간 복용하는 것이 권장된다.",related_to,서술하시오
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,남성
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,최근
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,숲속
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,산책한
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,피부
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,심한
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",has_symptom,가려움증과
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",has_symptom,발진
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,발생하여
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,병원
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,방문하였다
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,환자
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,산책
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,거미나
"이 환자는 숲속 산책 후 발생한 가려움증과 발진, 피부 표면의 작은 구멍으로 미루어 보아 옴(scabies)으로 진단할 수 있다. 옴은 옴진드기(Sarcoptes scabiei)에 의해 발생하는 피부 질환으로, 주로 직접적인 피부 접촉을 통해 전파된다. 치료 방법으로는 퍼메트린(permethrin) 5% 크림을 전신에 도포한 후 일정 시간 후 씻어내는 것이 표준 치료법이다. 또한, 환자와 밀접하게 접촉한 가족이나 동거인도 증상이 없더라도 예방적으로 치료를 받는 것이 권장된다. 사용한 의복, 침구류 등은 고온 세탁하거나 밀봉하여 진드기를 제거해야 한다.",related_to,곤충
