Head,Relation,Tail
매일,related_to,예방
매일,related_to,효과적이나
매일,has_symptom,편평세포암
매일,related_to,예방에
매일,related_to,효과적이지
매일,related_to,않다
매일,related_to,자외선
매일,related_to,차단제
매일,related_to,사용
매일,related_to,태양
매일,related_to,보호
매일,related_to,전략
매일,has_symptom,기저세포암
매일,has_symptom,편평세포암
매일,related_to,예방
매일,related_to,미치
매일,related_to,효과
매일,related_to,대한
매일,has_symptom,증거
매일,related_to,부족하다
매일,related_to,자외선
매일,related_to,차단제
매일,related_to,베타카로틴
매일,related_to,함께
매일,related_to,사용하면
매일,has_symptom,기저세포암
매일,related_to,예방
매일,related_to,효과적이다
매일,related_to,태양
매일,related_to,보호
매일,related_to,전략
매일,has_symptom,기저세포암
매일,has_symptom,편평세포암
매일,related_to,예방
매일,related_to,전혀
매일,related_to,효과
매일,related_to,없다
세팔로스포린,has_symptom,감염된
세팔로스포린,has_symptom,화상
세팔로스포린,has_symptom,상처
세팔로스포린,related_to,치료
세팔로스포린,related_to,가장
세팔로스포린,related_to,적합한
세팔로스포린,related_to,항생제
세팔로스포린,related_to,무엇인가
세팔로스포린,related_to,페니실린
세팔로스포린,related_to,테트라사이클린
세팔로스포린,related_to,세팔로스포린
세팔로스포린,related_to,마크로라이드
세팔로스포린,related_to,플루오로퀴놀론
접촉피부염,related_to,남자
접촉피부염,related_to,최근
접촉피부염,related_to,신제품
접촉피부염,related_to,세제
접촉피부염,related_to,사용한
접촉피부염,related_to,피부
접촉피부염,has_symptom,발진
접촉피부염,related_to,생겨
접촉피부염,related_to,내원하였다
접촉피부염,has_symptom,발진
접촉피부염,related_to,주로
접촉피부염,related_to,나타났으며
접촉피부염,related_to,가려움
접촉피부염,related_to,약간
접촉피부염,has_symptom,통증
접촉피부염,has_symptom,동반
접촉피부염,related_to,있다
접촉피부염,has_symptom,발진
접촉피부염,has_symptom,반점
접촉피부염,related_to,물집
접촉피부염,related_to,포함
접촉피부염,related_to,있고
접촉피부염,related_to,환자
접촉피부염,related_to,이전에도
접촉피부염,related_to,특정
접촉피부염,has_symptom,화학물질
접촉피부염,related_to,노출되었
접촉피부염,related_to,유사한
접촉피부염,has_symptom,증상
접촉피부염,related_to,경험한
접촉피부염,related_to,있다고
접촉피부염,related_to,한다
접촉피부염,related_to,환자
접촉피부염,has_symptom,진단
접촉피부염,related_to,가장
접촉피부염,related_to,적절한
접촉피부염,related_to,무엇인가
접촉피부염,has_symptom,아토피피부염
접촉피부염,has_symptom,접촉피부염
접촉피부염,has_symptom,대상포진
접촉피부염,related_to,건선
접촉피부염,has_symptom,장미색비강진
아시트레틴,related_to,여성
아시트레틴,related_to,환자
아시트레틴,has_symptom,피부암
아시트레틴,related_to,위험
아시트레틴,related_to,평가받아
아시트레틴,related_to,내원하였다
아시트레틴,related_to,환자
아시트레틴,related_to,비흑색종
아시트레틴,has_symptom,피부암NMSC
아시트레틴,related_to,예방
아시트레틴,related_to,위해
아시트레틴,related_to,사용할
아시트레틴,related_to,치료
아시트레틴,related_to,옵션
아시트레틴,related_to,대해
아시트레틴,has_symptom,상담
아시트레틴,related_to,요청하였다
아시트레틴,related_to,다음
아시트레틴,related_to,비흑색종
아시트레틴,has_symptom,피부암
아시트레틴,related_to,발생
아시트레틴,related_to,위험
아시트레틴,related_to,유의미하게
아시트레틴,related_to,감소시킬
아시트레틴,related_to,치료법
아시트레틴,related_to,권장되
아시트레틴,related_to,무엇인가
아시트레틴,related_to,셀레늄
아시트레틴,related_to,베타카로틴
아시트레틴,related_to,아시트레틴
아시트레틴,related_to,레티놀
아시트레틴,related_to,보습제
물리,has_symptom,한센병
물리,related_to,환자
물리,related_to,신경
물리,has_symptom,손상
물리,related_to,6개월
물리,has_symptom,이상
물리,related_to,지속된
물리,related_to,경우
물리,related_to,신경
물리,related_to,기능
물리,related_to,회복
물리,related_to,돕기
물리,related_to,위해
물리,related_to,가장
물리,related_to,적절한
물리,related_to,치료는
물리,related_to,스테로이드
물리,related_to,치료
물리,related_to,시작
물리,related_to,추가적인
물리,related_to,항생제
물리,related_to,사용
물리,related_to,물리
물리,related_to,치료
물리,related_to,수술적
물리,related_to,중재
물리,related_to,신경
물리,related_to,보호제
물리,related_to,사용
곰팡이,related_to,여성
곰팡이,related_to,최근
곰팡이,related_to,손톱
곰팡이,related_to,변화
곰팡이,related_to,생겼다고
곰팡이,has_symptom,병원
곰팡이,related_to,방문하였다
곰팡이,related_to,손톱
곰팡이,related_to,일관되게
곰팡이,related_to,매끄럽지
곰팡이,related_to,않고
곰팡이,related_to,일정하지
곰팡이,related_to,않으며
곰팡이,related_to,성장
곰팡이,related_to,속도도
곰팡이,has_symptom,느려진
곰팡이,related_to,발견하였다
곰팡이,related_to,환자
곰팡이,related_to,의심할
곰팡이,related_to,잠재적인
곰팡이,related_to,건강
곰팡이,related_to,문제
곰팡이,related_to,무엇인가
곰팡이,has_symptom,질환
곰팡이,related_to,무해한
곰팡이,has_symptom,백반증
곰팡이,related_to,곰팡
곰팡이,has_symptom,감염
곰팡이,has_symptom,피부암
곰팡이,related_to,손톱
곰팡이,related_to,주변
곰팡이,related_to,사마귀
피부,related_to,남성
피부,related_to,피부
피부,has_symptom,반점
피부,related_to,가려움
피부,related_to,호소하며
피부,has_symptom,병원
피부,related_to,방문하였다
피부,has_symptom,진찰
피부,related_to,결과
피부,related_to,환자
피부,related_to,하복부
피부,related_to,엉덩
피부,related_to,부위
피부,related_to,평평
피부,related_to,비늘
피부,related_to,모양
피부,has_symptom,반점
피부,related_to,관찰되었다
피부,related_to,조직
피부,related_to,검사
피부,related_to,비정형
피부,related_to,세포
피부,related_to,발견되었으며
피부,related_to,피부
피부,related_to,림프종
피부,related_to,가능성
피부,related_to,시사한다
피부,related_to,환자
피부,has_symptom,상태
피부,related_to,관련된
피부,related_to,가장
피부,related_to,가능성
피부,has_symptom,질환
피부,related_to,무엇인가
피부,related_to,피부
피부,has_symptom,기저세포암
피부,has_symptom,편평세포암
피부,related_to,악성
피부,related_to,흑색종
피부,related_to,피부
피부,related_to,T세포
피부,related_to,림프종
피부,has_symptom,진균종증
감염,has_symptom,한센병
감염,related_to,환자
감염,related_to,스테로이드
감염,related_to,사용
감염,related_to,장기적
감염,related_to,가장
감염,related_to,주의해야
감염,related_to,부작용은
감염,has_symptom,저혈당증
감염,related_to,고혈압
감염,has_symptom,골다공증
감염,has_symptom,감염
감염,related_to,위험
감염,related_to,위장관
감염,related_to,출혈
Pseudomonas,related_to,남성
Pseudomonas,related_to,온천욕
Pseudomonas,related_to,48시간
Pseudomonas,related_to,이내
Pseudomonas,has_symptom,가려움증
Pseudomonas,has_symptom,발진
Pseudomonas,related_to,발생하여
Pseudomonas,has_symptom,병원
Pseudomonas,related_to,방문했다
Pseudomonas,related_to,환자
Pseudomonas,has_symptom,증상
Pseudomonas,related_to,대한
Pseudomonas,related_to,가장
Pseudomonas,related_to,가능성
Pseudomonas,has_symptom,원인균
Pseudomonas,related_to,무엇인가
Pseudomonas,related_to,Staphylococcus
Pseudomonas,related_to,aureus
Pseudomonas,related_to,Escherichia
Pseudomonas,related_to,coli
Pseudomonas,related_to,Pseudomonas
Pseudomonas,related_to,aeruginosa
Pseudomonas,related_to,Candida
Pseudomonas,related_to,albicans
Pseudomonas,related_to,Streptococcus
Pseudomonas,related_to,pyogenes
악성,related_to,생후
악성,related_to,2개월
악성,related_to,여아
악성,related_to,출생
악성,related_to,존재했던
악성,related_to,크기
악성,related_to,검은색
악성,related_to,피부
악성,has_symptom,병변
악성,related_to,가지고
악성,related_to,소아과
악성,related_to,내원하였다
악성,has_symptom,병변
악성,related_to,주로
악성,has_symptom,몸통
악성,related_to,위치
악성,related_to,있으며
악성,related_to,표면
악성,related_to,거칠고
악성,related_to,두꺼운
악성,related_to,부분
악성,related_to,있었다
악성,related_to,환아
악성,has_symptom,상태
악성,related_to,관련하여
악성,related_to,가장
악성,related_to,우려되
악성,has_symptom,합병증
악성,related_to,무엇인가
악성,related_to,악성
악성,related_to,흑색종
악성,related_to,피부
악성,has_symptom,감염
악성,has_symptom,신경피부증
악성,related_to,멜라노시스
악성,related_to,피부
악성,has_symptom,건조증
악성,related_to,피부
악성,related_to,위축
Methimazole,related_to,다음
Methimazole,related_to,태아
Methimazole,has_symptom,비증후성
Methimazole,related_to,선천성
Methimazole,has_symptom,피부무형성증aplasia
Methimazole,related_to,cutis
Methimazole,related_to,congenita
Methimazole,related_to,발생
Methimazole,related_to,관련
Methimazole,related_to,약물
Methimazole,related_to,무엇인가
Methimazole,related_to,Isotretinoin
Methimazole,related_to,Methimazole
Methimazole,related_to,Thalidomide
Methimazole,related_to,Warfarin
Methimazole,related_to,Lithium
모즈,related_to,여성
모즈,related_to,피부과
모즈,related_to,내원하여
모즈,related_to,얼굴
모즈,related_to,발생한
모즈,related_to,갈색
모즈,has_symptom,반점
모즈,has_symptom,상담하였다
모즈,has_symptom,병력
모즈,related_to,청취
모즈,related_to,결과
모즈,related_to,환자
모즈,related_to,최근
모즈,related_to,년간
모즈,related_to,야외
모즈,related_to,활동
모즈,related_to,하였으며
모즈,related_to,자외선
모즈,related_to,차단제
모즈,related_to,사용하지
모즈,related_to,않았다고
모즈,related_to,하였다
모즈,related_to,피부
모즈,related_to,생검
모즈,related_to,결과
모즈,related_to,lentigo
모즈,related_to,maligna로
모즈,has_symptom,진단되었다
모즈,related_to,환자에게
모즈,related_to,가장
모즈,related_to,적합한
모즈,related_to,1차
모즈,related_to,치료
모즈,related_to,방법
모즈,related_to,무엇인가
모즈,related_to,광역동치료
모즈,related_to,모즈
모즈,related_to,미세도식
모즈,related_to,수술
모즈,related_to,전신
모즈,related_to,화학요법
모즈,related_to,방사선
모즈,related_to,치료
모즈,related_to,국소
모즈,related_to,스테로이드
모즈,related_to,크림
심각한,related_to,다음
심각한,related_to,Candida
심각한,has_symptom,감염
심각한,related_to,관련된
심각한,has_symptom,증상
심각한,related_to,옳지
심각한,related_to,것은
심각한,related_to,구강
심각한,has_symptom,백반증
심각한,related_to,삼키기
심각한,related_to,어려움
심각한,has_symptom,통증
심각한,has_symptom,질염
심각한,related_to,피부
심각한,has_symptom,가려움증
심각한,has_symptom,발진
심각한,related_to,심각한
심각한,related_to,전신성
심각한,related_to,쇼크
SA는,related_to,면역력
SA는,has_symptom,정상인
SA는,related_to,남성
SA는,related_to,사마귀
SA는,related_to,치료
SA는,related_to,위해
SA는,related_to,살리실산SA
SA는,related_to,저온요법
SA는,related_to,하나
SA는,related_to,선택하려고
SA는,related_to,한다
SA는,related_to,다음
SA는,related_to,치료법
SA는,related_to,비교
SA는,related_to,대한
SA는,related_to,연구
SA는,related_to,결과로
SA는,related_to,무엇인가
SA는,related_to,저온요법
SA는,related_to,모든
SA는,related_to,부위
SA는,related_to,SA보
SA는,related_to,효과적이다
SA는,related_to,SA
SA는,related_to,사마귀
SA는,related_to,대해
SA는,related_to,저온요법보
SA는,related_to,효과적이다
SA는,related_to,저온요법
SA는,related_to,사마귀
SA는,related_to,대해
SA는,related_to,SA보
SA는,related_to,효과적이다
SA는,related_to,SA
SA는,related_to,저온요법
SA는,related_to,비교했
SA는,has_symptom,전반적
SA는,related_to,일관된
SA는,related_to,치료
SA는,related_to,효과
SA는,related_to,보인다
SA는,related_to,저온요법
SA는,related_to,SA보
SA는,related_to,부작용
SA는,related_to,적다
하이드록시클로로퀸,related_to,여성
하이드록시클로로퀸,related_to,전신성
하이드록시클로로퀸,has_symptom,홍반성
하이드록시클로로퀸,related_to,루푸스systemic
하이드록시클로로퀸,related_to,lupus
하이드록시클로로퀸,related_to,erythematosus로
하이드록시클로로퀸,has_symptom,진단받고
하이드록시클로로퀸,related_to,치료
하이드록시클로로퀸,related_to,시작하려
하이드록시클로로퀸,related_to,한다
하이드록시클로로퀸,related_to,환자에게
하이드록시클로로퀸,related_to,가장
하이드록시클로로퀸,related_to,적절한
하이드록시클로로퀸,related_to,초기
하이드록시클로로퀸,related_to,치료
하이드록시클로로퀸,related_to,약물
하이드록시클로로퀸,related_to,무엇인가
하이드록시클로로퀸,related_to,메토트렉세이트
하이드록시클로로퀸,related_to,하이드록시클로로퀸
하이드록시클로로퀸,related_to,프레드니솔론
하이드록시클로로퀸,related_to,아자티오프린
하이드록시클로로퀸,related_to,사이클로포스파미드
흉터,related_to,켈로이드
흉터,related_to,비대
흉터,related_to,흉터
흉터,related_to,예방
흉터,related_to,치료
흉터,related_to,사용되
흉터,related_to,실리콘
흉터,related_to,시트
흉터,related_to,효과
흉터,related_to,대한
흉터,related_to,연구
흉터,related_to,결과
흉터,related_to,따르면
흉터,related_to,다음
흉터,related_to,실리콘
흉터,related_to,시트
흉터,related_to,사용
흉터,related_to,가장
흉터,related_to,주된
흉터,related_to,효과로
흉터,related_to,관찰된
흉터,related_to,무엇인가
흉터,related_to,흉터
흉터,related_to,완전한
흉터,related_to,제거
흉터,related_to,흉터
흉터,related_to,두께
흉터,related_to,감소
흉터,related_to,흉터
흉터,related_to,부위
흉터,has_symptom,통증
흉터,related_to,완화
흉터,related_to,흉터
흉터,related_to,부위
흉터,has_symptom,감염률
흉터,related_to,감소
흉터,related_to,흉터
흉터,related_to,부위
흉터,related_to,피부
흉터,related_to,탄력성
경구,has_symptom,구순포진herpes
경구,related_to,simplex
경구,related_to,labialis
경구,related_to,HSL
경구,related_to,재발
경구,related_to,예방하기
경구,related_to,위해
경구,related_to,가장
경구,related_to,효과적인
경구,related_to,치료법
경구,related_to,무엇인가
경구,related_to,리신
경구,related_to,보충제
경구,related_to,국소
경구,related_to,아시클로버
경구,related_to,크림
경구,related_to,경구
경구,related_to,항바이러스제
경구,related_to,저용량
경구,related_to,레이저
경구,related_to,치료
경구,related_to,인터페론
피부경검사,related_to,남성
피부경검사,related_to,얼굴
피부경검사,related_to,생긴
피부경검사,related_to,피부
피부경검사,has_symptom,병변
피부경검사,related_to,내원하였다
피부경검사,has_symptom,병변
피부경검사,related_to,둥글고
피부경검사,has_symptom,진주광택
피부경검사,related_to,있으며
피부경검사,related_to,궤양
피부경검사,has_symptom,동반되어
피부경검사,related_to,있다
피부경검사,related_to,피부
피부경검사,related_to,전문의
피부경검사,has_symptom,바닥세포암종BCC
피부경검사,related_to,강하게
피부경검사,related_to,의심
피부경검사,related_to,있다
피부경검사,related_to,다음
피부경검사,related_to,환자에게
피부경검사,related_to,비침습적
피부경검사,related_to,방법
피부경검사,has_symptom,바닥세포암종
피부경검사,related_to,확인하기
피부경검사,related_to,위해
피부경검사,related_to,가장
피부경검사,related_to,적합한
피부경검사,related_to,검사
피부경검사,related_to,무엇인가
피부경검사,related_to,피부
피부경검사,related_to,생검
피부경검사,has_symptom,진단적
피부경검사,related_to,초음파
피부경검사,related_to,피부경검사Dermoscopy
피부경검사,has_symptom,각질제거
피부경검사,related_to,세포검사
피부경검사,has_symptom,자기공명영상MRI
집먼지진드기,related_to,남자
집먼지진드기,related_to,지속된
집먼지진드기,related_to,막힘
집먼지진드기,related_to,재채기
집먼지진드기,has_symptom,가려움증
집먼지진드기,has_symptom,병원
집먼지진드기,related_to,내원했다
집먼지진드기,related_to,환자
집먼지진드기,has_symptom,집먼지진드기
집먼지진드기,related_to,알레르기로
집먼지진드기,has_symptom,진단받았으며
집먼지진드기,related_to,의사
집먼지진드기,has_symptom,집먼지진드기
집먼지진드기,related_to,노출
집먼지진드기,related_to,줄이기
집먼지진드기,related_to,위한
집먼지진드기,related_to,여러
집먼지진드기,related_to,가지
집먼지진드기,related_to,조치
집먼지진드기,related_to,권장하고자
집먼지진드기,related_to,한다
집먼지진드기,related_to,다음
집먼지진드기,related_to,환자에게
집먼지진드기,related_to,가장
집먼지진드기,related_to,효과적일
집먼지진드기,related_to,가능성
집먼지진드기,related_to,조치
집먼지진드기,related_to,무엇인가
집먼지진드기,has_symptom,집먼지진드기
집먼지진드기,related_to,차단
집먼지진드기,related_to,침구
집먼지진드기,related_to,커버
집먼지진드기,related_to,사용
집먼지진드기,related_to,HEPA
집먼지진드기,related_to,필터
집먼지진드기,related_to,사용
집먼지진드기,related_to,침실
집먼지진드기,related_to,환경
집먼지진드기,has_symptom,통제
집먼지진드기,related_to,프로그램
집먼지진드기,related_to,시행
집먼지진드기,related_to,아카리사이드
집먼지진드기,related_to,사용
집먼지진드기,has_symptom,일상적인
집먼지진드기,related_to,청소
집먼지진드기,related_to,환기
비타민,related_to,자외선UV
비타민,related_to,광선
비타민,related_to,대한
비타민,related_to,과도한
비타민,related_to,노출로
비타민,related_to,인해
비타민,related_to,발생할
비타민,related_to,건강
비타민,related_to,문제로
비타민,related_to,적절하지
비타민,related_to,것은
비타민,has_symptom,피부암
비타민,related_to,조기
비타민,related_to,피부
비타민,related_to,노화
비타민,related_to,백내장
비타민,related_to,비타민
비타민,has_symptom,광각막염설맹증
기저세포암,related_to,여성
기저세포암,related_to,피부과
기저세포암,related_to,방문하여
기저세포암,related_to,얼굴
기저세포암,related_to,생긴
기저세포암,has_symptom,비정상적인
기저세포암,related_to,피부
기저세포암,has_symptom,병변
기저세포암,related_to,대해
기저세포암,has_symptom,상담
기저세포암,related_to,받았다
기저세포암,related_to,의사
기저세포암,has_symptom,병변
기저세포암,has_symptom,기저세포암BCC일
기저세포암,related_to,가능성
기저세포암,related_to,있다고
기저세포암,related_to,의심
기저세포암,related_to,검사
기저세포암,related_to,고려
기저세포암,related_to,있다
기저세포암,has_symptom,기저세포암
기저세포암,has_symptom,진단
기저세포암,related_to,있어
기저세포암,related_to,광학
기저세포암,related_to,단층촬영OCT
기저세포암,related_to,사용
기저세포암,related_to,대한
기저세포암,has_symptom,진술
기저세포암,related_to,것은
기저세포암,related_to,OCT
기저세포암,has_symptom,기저세포암BCC
기저세포암,has_symptom,진단
기저세포암,related_to,불필요한
기저세포암,related_to,조직
기저세포암,related_to,생검
기저세포암,related_to,줄이
기저세포암,related_to,도움
기저세포암,related_to,있다
기저세포암,related_to,OCT
기저세포암,related_to,모든
기저세포암,has_symptom,피부암
기저세포암,related_to,유형
기저세포암,related_to,대해
기저세포암,related_to,민감도
기저세포암,related_to,특이도
기저세포암,related_to,보인다
기저세포암,related_to,OCT
기저세포암,related_to,멜라노마
기저세포암,has_symptom,진단
기저세포암,related_to,있어
기저세포암,related_to,시각적
기저세포암,related_to,검사보
기저세포암,related_to,정확도
기저세포암,has_symptom,가진다
기저세포암,related_to,OCT
기저세포암,related_to,피부경검사
기저세포암,related_to,비해
기저세포암,has_symptom,기저세포암
기저세포암,has_symptom,진단
기저세포암,related_to,민감도
기저세포암,related_to,보인다
기저세포암,related_to,OCT
기저세포암,has_symptom,피부암
기저세포암,has_symptom,진단
기저세포암,related_to,조직
기저세포암,related_to,생검
기저세포암,related_to,완전히
기저세포암,related_to,대체할
기저세포암,related_to,있다
자외선,related_to,여성
자외선,related_to,건강
자외선,has_symptom,검진
자외선,related_to,피부과
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,관한
자외선,has_symptom,상담
자외선,related_to,받았다
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,관련하여
자외선,related_to,다음
자외선,related_to,가장
자외선,related_to,적절한
자외선,related_to,설명
자외선,related_to,무엇인가
자외선,related_to,자외선
자외선,related_to,차단제
자외선,related_to,사용
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,효과적이다
자외선,related_to,비타민
자외선,related_to,보충제
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,효과적이다
자외선,related_to,정기적인
자외선,related_to,피부
자외선,has_symptom,검진
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,도움
자외선,related_to,되지
자외선,related_to,않는다
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,위해
자외선,related_to,스타틴
자외선,related_to,피브레이트
자외선,related_to,사용하
자외선,related_to,권장된다
자외선,related_to,흑색종
자외선,related_to,예방
자외선,related_to,위해
자외선,related_to,약물
자외선,related_to,요법
자외선,related_to,필요하지
자외선,related_to,않다
국소,related_to,남성
국소,related_to,피부
국소,related_to,발생한
국소,related_to,만성
국소,has_symptom,발진
국소,has_symptom,병원
국소,related_to,방문하였다
국소,related_to,피부
국소,related_to,생검
국소,related_to,결과
국소,has_symptom,진단
국소,related_to,건선psoriasis
국소,related_to,확인되었다
국소,related_to,환자에게
국소,related_to,가장
국소,related_to,권장되
국소,related_to,초기
국소,related_to,치료
국소,related_to,무엇인가
국소,related_to,국소
국소,related_to,스테로이드
국소,related_to,메토트렉세이트
국소,related_to,PUVA
국소,related_to,Psoralen
국소,related_to,plus
국소,related_to,Ultraviolet
국소,related_to,치료
국소,related_to,전신
국소,related_to,화학요법
국소,related_to,인터페론α
국소,related_to,주사
MMS는,related_to,여성
MMS는,related_to,하안검
MMS는,related_to,부위
MMS는,related_to,발생한
MMS는,related_to,결절성
MMS는,has_symptom,병변
MMS는,related_to,내원하였다
MMS는,related_to,조직검사
MMS는,has_symptom,기저세포암
MMS는,has_symptom,진단되었으며
MMS는,related_to,수술적
MMS는,related_to,치료
MMS는,related_to,계획
MMS는,related_to,있다
MMS는,related_to,다음
MMS는,related_to,모즈
MMS는,related_to,미세도식
MMS는,related_to,수술MMS
MMS는,related_to,수술적
MMS는,related_to,절제SE
MMS는,related_to,비교
MMS는,related_to,대한
MMS는,related_to,설명
MMS는,related_to,것은
MMS는,related_to,MMS
MMS는,related_to,SE
MMS는,related_to,비해
MMS는,related_to,재발률
MMS는,related_to,낮다
MMS는,related_to,MMS
MMS는,related_to,SE
MMS는,related_to,비해
MMS는,related_to,수술
MMS는,related_to,부위
MMS는,has_symptom,정상
MMS는,related_to,조직
MMS는,related_to,보존할
MMS는,related_to,있다
MMS는,related_to,MMS
MMS는,related_to,SE
MMS는,related_to,비해
MMS는,related_to,비용
MMS는,related_to,낮다
MMS는,related_to,SE
MMS는,related_to,MMS
MMS는,related_to,비해
MMS는,has_symptom,합병증
MMS는,related_to,발생률
MMS는,related_to,낮다
MMS는,related_to,MMS
MMS는,related_to,SE
MMS는,related_to,비해
MMS는,related_to,수술
MMS는,related_to,시간
MMS는,related_to,짧다
수술적,related_to,남자
수술적,related_to,햇볕
수술적,related_to,노출된
수술적,related_to,피부
수술적,related_to,발생한
수술적,has_symptom,홍반성
수술적,has_symptom,병변
수술적,has_symptom,병원
수술적,related_to,방문했다
수술적,has_symptom,병변
수술적,related_to,경계
수술적,related_to,뚜렷
수술적,related_to,비늘처럼
수술적,related_to,일어나
수술적,related_to,모양
수술적,related_to,보이며
수술적,related_to,3개월
수술적,related_to,서서히
수술적,related_to,커졌다고
수술적,related_to,한다
수술적,related_to,조직검사
수술적,has_symptom,보웬병표재성
수술적,has_symptom,편평세포암
수술적,has_symptom,진단되었다
수술적,related_to,다음
수술적,related_to,환자에게
수술적,related_to,가장
수술적,related_to,적절한
수술적,related_to,초기
수술적,related_to,치료법
수술적,related_to,무엇인가
수술적,related_to,크라이오테라피
수술적,related_to,5플루오로우라실5FU
수술적,related_to,국소
수술적,related_to,도포
수술적,related_to,메틸
수술적,related_to,아미노레불리네이트
수술적,related_to,사용한
수술적,related_to,광역학
수술적,related_to,치료MALPDT
수술적,related_to,수술적
수술적,related_to,절제
수술적,related_to,이미퀴모드
수술적,related_to,크림
수술적,related_to,국소
수술적,related_to,도포
시프로테론,related_to,여성
시프로테론,related_to,얼굴
시프로테론,related_to,과도한
시프로테론,related_to,자라
시프로테론,related_to,문제로
시프로테론,related_to,내원하였다
시프로테론,has_symptom,진단
시프로테론,related_to,결과
시프로테론,related_to,다낭성
시프로테론,related_to,난소
시프로테론,has_symptom,증후군PCOS
시프로테론,related_to,인한
시프로테론,has_symptom,다모증
시프로테론,related_to,확인되었다
시프로테론,related_to,환자에게
시프로테론,related_to,가장
시프로테론,related_to,적절한
시프로테론,related_to,1차
시프로테론,related_to,치료법
시프로테론,related_to,무엇인가
시프로테론,related_to,케토코나졸
시프로테론,related_to,스피로놀락톤
시프로테론,related_to,플루타미드
시프로테론,related_to,시프로테론
시프로테론,related_to,아세테이트
시프로테론,related_to,에티닐
시프로테론,related_to,에스트라디올
시프로테론,has_symptom,병용
시프로테론,related_to,GnRH
시프로테론,related_to,유사체
헤르페스,has_symptom,구순포진Cold
헤르페스,related_to,sores
헤르페스,related_to,주된
헤르페스,related_to,원인
헤르페스,has_symptom,병원체
헤르페스,related_to,무엇인가
헤르페스,related_to,인유두종바이러스
헤르페스,related_to,HPV
헤르페스,related_to,헤르페스
헤르페스,related_to,심플렉스
헤르페스,related_to,바이러스
헤르페스,related_to,1형
헤르페스,related_to,HSV1
헤르페스,related_to,헤르페스
헤르페스,related_to,심플렉스
헤르페스,related_to,바이러스
헤르페스,related_to,2형
헤르페스,related_to,HSV2
헤르페스,has_symptom,수두대상포진
헤르페스,related_to,바이러스
헤르페스,related_to,VZV
헤르페스,related_to,엡스타인바
헤르페스,related_to,바이러스
헤르페스,related_to,EBV
레이저,related_to,여성
레이저,related_to,생긴
레이저,related_to,비대
레이저,related_to,흉터로
레이저,has_symptom,병원
레이저,related_to,방문했다
레이저,related_to,환자
레이저,related_to,흉터
레이저,related_to,부위
레이저,related_to,가려움
레이저,related_to,약간
레이저,has_symptom,통증
레이저,related_to,호소
레이저,related_to,있으며
레이저,related_to,이전
레이저,related_to,수술로
레이저,related_to,제거한
레이저,related_to,켈로이드
레이저,related_to,재발했다고
레이저,related_to,주장한다
레이저,related_to,의사
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,포함한
레이저,related_to,다양한
레이저,related_to,치료
레이저,related_to,옵션
레이저,related_to,고려
레이저,related_to,있다
레이저,related_to,다음
레이저,related_to,현재
레이저,related_to,비대
레이저,related_to,흉터
레이저,related_to,켈로이드
레이저,related_to,치료
레이저,related_to,대한
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,한계로
레이저,related_to,것은
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,모든
레이저,related_to,흉터
레이저,related_to,치료법
레이저,related_to,가장
레이저,related_to,효과적이다
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,부작용
레이저,related_to,전혀
레이저,related_to,안전한
레이저,related_to,치료법이다
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,효과
레이저,related_to,부작용
레이저,related_to,대한
레이저,related_to,근거
레이저,related_to,아직
레이저,related_to,충분하지
레이저,related_to,않다
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,켈로이드
레이저,related_to,흉터
레이저,related_to,재발
레이저,related_to,완전히
레이저,related_to,방지한다
레이저,related_to,레이저
레이저,related_to,요법
레이저,related_to,모든
레이저,related_to,환자에게
레이저,related_to,동일한
레이저,related_to,효과
레이저,related_to,보인다
피부과,related_to,여성
피부과,related_to,피부
피부과,related_to,새로
피부과,related_to,생긴
피부과,related_to,대해
피부과,related_to,걱정하며
피부과,has_symptom,병원
피부과,related_to,방문하였다
피부과,related_to,그녀
피부과,related_to,최근
피부과,related_to,사이
피부과,related_to,커지고
피부과,related_to,변했다고
피부과,related_to,한다
피부과,related_to,직경
피부과,related_to,7mm로
피부과,related_to,갈색
피부과,related_to,검은색
피부과,related_to,섞여
피부과,related_to,있으며
피부과,related_to,모양
피부과,related_to,불규칙하다
피부과,related_to,이러한
피부과,related_to,대해
피부과,related_to,가장
피부과,related_to,적절한
피부과,related_to,처치
피부과,related_to,무엇인가
피부과,related_to,자외선
피부과,related_to,차단제
피부과,related_to,사용
피부과,related_to,관찰한다
피부과,related_to,피부
피부과,related_to,전문의에게
피부과,related_to,의뢰하여
피부과,related_to,생검
피부과,related_to,실시한다
피부과,related_to,레이저
피부과,related_to,치료
피부과,has_symptom,통해
피부과,related_to,제거한다
피부과,related_to,항생제
피부과,related_to,연고
피부과,related_to,바르고
